x,y,fid,objectid,tfm_id,tfm_desc,tfm_typ_de,movement_t,site_desc,road_nbr,declared_r,local_road,data_src_c,data_sourc,time_categ,year_since,last_year,aadt_allve,aadt_truck,per_trucks,road_name,road_avg_aadt,efficiency_index,vs_average_pct
146.29652836540205,-36.403534960286656,14402,14302,30548,HUME FWY N BD OFF RAMP TO WANGARATTA RD @228.8KM FROM MELBOURNE,MIDBLOCK,Off Ramp,HUME FWY OFF RAMP TO WANGARATTA RD @228.8KM FROM MELBOURNE,7223,2550F 5492B,HUME OUT-GRETA RAMP OF,APARX,Classification,Greater than 10 Years,18,1998,1100,160,0.14,2550F 5492B,1100.0,1.0,0.0
145.06768089543166,-37.2081007987617,29853,29191,1786,HUME FWY N BD OFF RAMP TO BROADFORD-FLOWERDALE RD,MIDBLOCK,All Moves,HUME FWY OFF RAMP TO BROADFORD-FLOWERDALE RD,7244,2550F 5514B,HUME OUT-BROADFORD-FLOWERDALE RAMP OF,APARX,Classification,Between 2 and 5 Years,4,2012,710,90,0.13,2550F 5514B,710.0,1.0,0.0
145.02188366618546,-37.3522602850979,5326,5506,3248,HUME FWY EXIT RAMP N BD TO EPPING-KILMORE RD,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO EPPING-KILMORE RD,7231,2550F 5515B,HUME OUT-EPPING-KILMORE RAMP OF,APARX,Classification,Between 2 and 5 Years,5,2011,1300,110,0.08,2550F 5515B,1300.0,1.0,0.0
144.98969946268772,-37.64880160159776,26413,26520,52762,HUME FWY OFFRAMP S OF COOPER ST,INTERSECTION,All Moves,HUME FWY/COOPER ST,7848,2550F 5606B,HUME OUT-COOPER RAMP OF,SCATS,Scats,Between 5 and 10 Years,8,2008,17000,0,0.0,2550F 5606B,17000.0,1.0,0.0
145.05444258991503,-37.287920696936034,8099,8445,6941,HUME FWY EXIT RAMP N BD TO BROADFORD-WANDONG RD,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO BROADFORD-WANDONG RD,7230,2550F BROADFORD-WANDONG ROADB,HUME OUT-BROADFORD-WANDONG RAMP OF,APARX,Classification,Between 2 and 5 Years,5,2011,670,90,0.13,2550F BROADFORD-WANDONG ROADB,670.0,1.0,0.0
146.89596110631317,-36.11094849668094,50762,50823,57237,HUME FWY W BND OFF RAMP TO HUME LINK HWY,MIDBLOCK,Off Ramp,HUME FWY W BND OFF RAMP TO HUME LINK HWY,7130,2550R 2553R,HUME IN-HIGH RAMP OF,APARX,Classification,Between 5 and 10 Years,9,2007,3900,330,0.08,2550R 2553R,3900.0,1.0,0.0
146.90193727571975,-36.10875217416864,51167,51276,58515,HUME FWY S BD OFF RAMP TO BANDIANA LINK,MIDBLOCK,Off Ramp,HUME FWY OFF RAMP TO BANDIANA LINK,7132,2550R 2575R,HUME IN-BANDIANA LINK RAMP OF,APARX,Classification,Between 5 and 10 Years,9,2007,2500,260,0.1,2550R 2575R,2500.0,1.0,0.0
145.1453113695266,-36.98479246788114,23554,23147,51101,GOULBURN VALLEY HWY SWBD ON RAMP TO MELBOURNE FROM NAGAMBIE @100.0KM FROM MELBOU,MIDBLOCK,On Ramp,GOULBURN VALLEY HWY SON RAMP TO MELBOURNE FROM NAGAMBIE @100.0KM FROM MELBOU,7534,2550R 2640B,HUME FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,1500,490,0.32,2550R 2640B,1500.0,1.0,0.0
144.98808023384532,-37.688586113735205,28642,28252,543,HUME FWY SB OFFRAMP TO METROPOLITAN RING RD E BD,MIDBLOCK,On Ramp,HUME FWY OFFRAMP TO METROPOLITAN RING RD,7077,2550R 2880F,HUME-METROPOLITAN RING OUT RAMP,APARX,Classification,Between 5 and 10 Years,8,2008,11000,1400,0.13,2550R 2880F,10300.0,1.07,7.0
144.98586528193496,-37.68633090578372,52474,52214,41216,HUME FWY S BD RAMP TO E BD METROPOLITAN RING RD,UNDEFINED,Ramp (other),HUME FWY N OF METROPOLITAN RING ROAD,7077,2550R 2880F,HUME-METROPOLITAN RING OUT RAMP,MOTSV,Manual,Between 5 and 10 Years,10,2006,9600,930,0.1,2550R 2880F,10300.0,0.93,-7.0
144.94573674870986,-37.54015240054042,49640,49646,38619,DONNYBROOK RD E of HUME HWY,INTERSECTION,All Moves,DONNYBROOK RD & HUME HWY,7861,2550R 5055B,HUME IN-DONNYBROOK RAMP OF,TMVMT,Manual,Greater than 10 Years,20,1996,790,80,0.11,2550R 5055B,790.0,1.0,0.0
145.1022841646987,-37.03022192116868,22643,22972,53714,SEYMOUR-TOOBORAC RD S BD SOUTH BOUND ENTRY RAMP TO HUME FWY,MIDBLOCK,On Ramp,SEYMOUR-TOOBORAC RD SOUTH BOUND ENTRY RAMP TO HUME FWY,7525,2550R 5388B,HUME IN-SEYMOUR-TOOBORAC RAMP OF,APARX,Classification,Greater than 10 Years,23,1993,1300,170,0.13,2550R 5388B,650.0,2.0,100.0
145.10177241454403,-37.029465097012576,44962,44099,45282,HUME FWY S BD EXIT RAMP TO SEYMOUR TOOBORAC RD @ 92.1KM POST,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO SEYMOUR TOOBORAC RD @ 92.1KM FROM MELBOURNE,7525,2550R 5388B,HUME IN-SEYMOUR-TOOBORAC RAMP OF,APARX,Classification,Greater than 10 Years,0,0,0,0,0.0,2550R 5388B,650.0,0.0,-100.0
144.94048531933228,-37.576391259325874,43909,43793,41982,HUME FWY S BD S OF MT RIDLEY RD,INTERSECTION,All Moves,HUME FWY S OF MT RIDLEY RD,7598,2550R 5500B,HUME FREEWAY,APARX,Classification,Greater than 10 Years,14,2002,17000,0,0.0,2550R 5500B,7266.666666666667,2.34,134.0
144.94159368404215,-37.575161192112574,17875,17063,18437,HUME HWY N OF AMAROO RD,INTERSECTION,All Moves,HUME FWY / AMAROO RD / GRAND BLVD,7598,2550R 5500B,HUME FREEWAY,SCATS,Scats,Between 2 and 5 Years,5,2011,4800,0,0.0,2550R 5500B,7266.666666666667,0.66,-34.0
144.94059987022308,-37.57623448222496,53034,53914,57288,HUME FWY S BD S OF MT RIDLEY RD,MIDBLOCK,All Moves,HUME FWY S OF MT RIDLEY RD,7598,2550R 5500B,HUME FREEWAY,APARX,Classification,Greater than 10 Years,0,0,0,0,0.0,2550R 5500B,7266.666666666667,0.0,-100.0
145.0219208778172,-37.349461606946846,1676,1189,919,HUME FREEWAY Offramp S Bd btwn EPPING-KILMORE ROAD & HUME FREEWAY,MIDBLOCK,All Moves,HUME FREEWAY OFFRAMP BTWN EPPING-KILMORE ROAD & HUME FREEWAY,7528,2550R 5515B,HUME IN-EPPING-KILMORE RAMP OF,APARX,Classification,Between 5 and 10 Years,8,2008,420,60,0.16,2550R 5515B,415.0,1.01,1.0
145.0219208778172,-37.349461606946846,42025,42013,35358,HUME FWY EXIT RAMP S BD TO EPPING-KILMORE RD,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO EPPING-KILMORE RD,7528,2550R 5515B,HUME IN-EPPING-KILMORE RAMP OF,APARX,Classification,Between 2 and 5 Years,5,2011,410,60,0.16,2550R 5515B,415.0,0.99,-1.0
144.99155550649564,-37.64709150226983,17500,17933,18476,HUME FWY OFFRAMP N OF COOPER ST,INTERSECTION,All Moves,HUME FWY/COOPER ST,7847,2550R 5606B,HUME IN-COOPER RAMP OF,SCATS,Scats,Between 5 and 10 Years,8,2008,3400,0,0.0,2550R 5606B,3400.0,1.0,0.0
144.9974808078832,-37.41700779514909,47379,47092,51667,HUME FWY OFF RAMP SB TO WALLAN-WHITTLESEA RD,MIDBLOCK,Off Ramp,HUME FWY ON RAMP FROM WALLAN-WHITTLESEA RD,7535,2550R 5816B,HUME IN-WALLAN-WHITTLESEA RAMP,APARX,Classification,Between 2 and 5 Years,5,2011,780,70,0.1,2550R 5816B,780.0,1.0,0.0
145.0559978892947,-37.28473139462951,1904,1567,1324,HUME FWY EXIT RAMP S BD TO BROADFORD-WANDONG RD,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO BROADFORD-WANDONG RD,7527,2550R BROADFORD-WANDONG ROADB,HUME IN-BROADFORD-WANDONG RAMP OF,APARX,Classification,Between 2 and 5 Years,5,2011,70,10,0.14,2550R BROADFORD-WANDONG ROADB,70.0,1.0,0.0
144.973552210286,-37.472361803840805,31594,31434,28666,HUME FWY N BD EXIT RAMP TO BEVERIDGE RD @ 38.4KM FROM MELBOURNE,MIDBLOCK,Off Ramp,HUME FWY EXIT RAMP TO BEVERIDGE RD @ 38.4KM FROM MELBOURNE,7536,2550R LITHGOW STREETB,HUME IN-OLD HUME RAMP OF,APARX,Classification,Greater than 10 Years,18,1998,250,30,0.12,2550R LITHGOW STREETB,250.0,1.0,0.0
146.8901223053181,-36.11125316557956,51962,51186,56556,HUME FWY W BND ON RAMP FROM HUME LINK HWY,MIDBLOCK,On Ramp,HUME FWY W BND ON RAMP FROM HUME LINK HWY,7128,2553F 2550R,HIGH-HUME IN RAMP ON,APARX,Classification,Between 5 and 10 Years,9,2007,4000,480,0.12,2553F 2550R,4000.0,1.0,0.0
146.73040386314446,-36.08196793063886,42460,42220,31207,HUME FWY N BD ON RAMP FROM MURRAY VALLEY HWY @290.0KM POST,MIDBLOCK,On Ramp,HUME FWY ON RAMP FROM MURRAY VALLEY HWY @290.0KM FROM MELBOURNE,7078,2570B 2550F,MURRAY VALLEY-HUME OUT RAMP ON,APARX,Classification,Greater than 10 Years,0,0,0,0,0.0,2570B 2550F,0.0,,
146.7314354782825,-36.082194555963824,45163,45334,45047,HUME FWY S BD ON RAMP FROM MURRAY VALLEY HWY @290.0KM FROM MELBOURNE,MIDBLOCK,On Ramp,HUME FWY ON RAMP FROM MURRAY VALLEY HWY @290.0KM FROM MELBOURNE,7065,2570B 2550R,MURRAY VALLEY-HUME IN RAMP ON,APARX,Classification,Greater than 10 Years,0,0,0,0,0.0,2570B 2550R,0.0,,
146.9014748721901,-36.108352776186976,25553,25016,57491,HUME FWY ONRAMP N BD FROM BANDIANA LINK,MIDBLOCK,On Ramp,HUME FWY ONRAMP FROM BANDIANA LINK,7131,2575F 2550F,BANDIANA LINK-HUME OUT RAMP ON,APARX,Classification,Between 5 and 10 Years,9,2007,2800,280,0.1,2575F 2550F,2800.0,1.0,0.0
145.24562292229808,-38.036360011637406,1062,1616,1677,SOUTH GIPPSLAND FWY ONRAMP N BD FROM SOUTH GIPPSLAND HWY,MIDBLOCK,All Moves,SOUTH GIPPSLAND FWY ONRAMP FROM SOUTH GIPPSLAND HWY,7311,2580B 2310R,SOUTH GIPPSLAND-SOUTH GIPPSLAND IN RAMP ON,APARX,Classification,Between 2 and 5 Years,4,2012,12000,960,0.08,2580B 2310R,7666.666666666667,1.57,57.0
145.24613620438913,-38.03737721503723,53118,53320,57393,SOUTH GIPPSLAND FWY N BN ON RAMP FROM SOUTH GIPPSLAND HWY,MIDBLOCK,On Ramp,SOUTH GIPPSLAND FWY N BN ON RAMP FROM SOUTH GIPPSLAND HWY,7311,2580B 2310R,SOUTH GIPPSLAND-SOUTH GIPPSLAND IN RAMP ON,APARX,Classification,Greater than 10 Years,11,2005,10000,1000,0.1,2580B 2310R,7666.666666666667,1.3,30.0
145.24562292229808,-38.036360011637406,4978,4793,5418,SOUTH GIPPSLAND FWY ONRAMP NBD FROM STH GIPP HWY SBD RIGHT TURN,MIDBLOCK,Onramp Right Turn on,SOUTH GIPPSLAND FWY ONRAMP FROM STH GIPP HWY RIGHT TURN,7311,2580B 2310R,SOUTH GIPPSLAND-SOUTH GIPPSLAND IN RAMP ON,APARX,Classification,Between 2 and 5 Years,4,2012,1000,160,0.16,2580B 2310R,7666.666666666667,0.13,-87.0
144.3192578754685,-38.104479681490986,24209,24627,24472,MIDLAND HIGHWAY WEST BD EAST OF GEELONG-BALLAN ROAD,MIDBLOCK,All Moves,MIDLAND HIGHWAY EAST BD EAST OF GEELONG-BALLAN ROAD,7623,2590B 2501R,BALLARAT-GEELONG RING IN RAMP ON,APARX,Classification,Greater than 10 Years,0,0,0,0,0.0,2590B 2501R,0.0,,
145.0325355078677,-38.30251929765859,10049,10124,33013,MORNINGTON PEN.FWY SW of NEPEAN HWY,INTERSECTION,Incomplete Through,MORN'G'TON PEN.FWY & NEPEAN HWY,7248,2600F 2660B,MORNINGTON PENINSULA OUT-NEPEAN RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2600F 2660B,0.0,,
145.15257104520782,-38.06625253974017,41882,41160,37750,MORNINGTON PEN. FWY S BD OFFRAMP TO THOMPSON RD,INTERSECTION,Off Ramp,MORNINGTON PENINSULA FWY S BD RAMPS & THOMPSON RD,7252,2600F 5164B,MORNINGTON PENINSULA OUT-THOMPSON RAMP OF,TMVMT,Manual,Greater than 10 Years,0,0,0,0,0.0,2600F 5164B,0.0,,
144.99166021966482,-38.32931890358152,5232,5614,18966,MORNINGTON PENINSULA FWY OFF RAMP SWBD TO NEPEAN HWY,INTERSECTION,Off Ramp,MORNINGTON PENINSULA FWY OFF RAMP STO NEPEAN HWY,7249,2600F 5754B,MORNINGTON PENINSULA OUT-NEPEAN RAMP OF,APARX,Classification,Greater than 10 Years,22,1994,2500,0,0.0,2600F 5754B,2500.0,1.0,0.0
144.92908337239868,-38.35498747480471,46115,46222,45289,MORNINGTON PENINSULA FWY OFF RAMP 270M NE BAYVIEW RD MC CRAE,MIDBLOCK,Off Ramp,MORNINGTON PENINSULA FWY OFF RAMP 270M NE BAYVIEW RD MC CRAE,7251,2600F BAYVIEW ROADB,MORNINGTON PENINSULA OUT-BAYVIEW RAMP OF,APARX,Classification,Greater than 10 Years,18,1998,2100,80,0.04,2600F BAYVIEW ROADB,2000.0,1.05,5.0
144.92896549129398,-38.35505979069051,18772,18761,19254,MORN. PENIN. FWY OFFRAMP SW BD TO LONSDALE ST,UNDEFINED,Off Ramp,MORN. PENIN. FWY OFFRAMP STO LONSDALE ST,7251,2600F BAYVIEW ROADB,MORNINGTON PENINSULA OUT-BAYVIEW RAMP OF,APARX,Classification,Greater than 10 Years,23,1993,1900,0,0.0,2600F BAYVIEW ROADB,2000.0,0.95,-5.0
145.1603088545914,-38.10595049333768,57412,57439,59592,"RNINGTON PENINSULA LINK SE BD OFF RAMP TO FRANKSTON-DANDENONG RD
",OFF RAMP,Off Ramp,RNINGTON PENINSULA LINK RAMPS N OF FRANKSTON-DANDENONG RD,7864,2601F 2090B,PENINSULA LINK OUT-FRANKSTON-DANDENONG RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,0,0,0,0,0.0,2601F 2090B,0.0,,
145.1201028974423,-38.24833075069398,57707,57912,59540,NINSULA LINK SW BD OFFRAMP TO MORNINGTON-TYABB RD,OFF RAMP,All Moves,RNINGTON PENINSULA LINK RAMPS NORTH OF MORNINGTON-TYABB RD,7886,2601F 5760B,PENINSULA LINK OUT-MORNINGTON-TYABB RAMP OF,INDET,Freeway Data Station,Less than 2 Years,1,2015,6100,0,0.0,2601F 5760B,6100.0,1.0,0.0
145.0732201744298,-38.27068110139703,57775,57499,60691,RNINGTON PENINSULA LINK OFF RAMP W BD TO BALNARRING RD,MIDBLOCK,All Moves,MPS ON MORNINGTON PENNINSULA FWY EAST OF MOOROODUC HWY,7888,2601F 5761B,PENINSULA LINK OUT-OLD MOOROODUC RAMP OF,STRMS,Freeway Data Station,Greater than 10 Years,0,0,0,0,0.0,2601F 5761B,0.0,,
145.14161337812493,-36.98188044710573,42801,42758,37329,HUME FWY N BD OFF RAMP TO GOULBURN VALLEY HWY NB @ 99.5KM FROM MELBOURNE,MIDBLOCK,Off Ramp,HUME FWY OFF RAMP TO GOULBURN VALLEY HWY @ 99.5KM FROM MELBOURNE,7904,2640B 2550F,HUME FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,1600,510,0.31,2640B 2550F,1550.0,1.03,3.0
145.14228350908036,-36.98343326323983,43761,43656,41407,GOULBURN VALLEY HWY S BD SOUTH BOUND ENTRY RAMP TO HUME FWY,MIDBLOCK,On Ramp,GOULBURN VALLEY HWY SOUTH BOUND ENTRY RAMP TO HUME FWY,7904,2640B 2550F,HUME FREEWAY,APARX,Classification,Greater than 10 Years,23,1993,1500,480,0.32,2640B 2550F,1550.0,0.97,-3.0
145.14415644561447,-36.97932608576637,42261,42658,36326,GOULBURN VALLEY HWY N BD 100M N OF HUME FWY @100.1KM FROM MELBOURNE,MIDBLOCK,All Moves,GOULBURN VALLEY HWY 100M N OF HUME FWY @100.1KM FROM MELBOURNE,7084,2640R 2550F,HUME FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,2500,630,0.25,2640R 2550F,1600.0,1.56,56.0
145.14415644561447,-36.97932608576637,43025,43312,37052,GOULBURN VALLEY HWY S BD 100M N OF HUME FWY @100.1KM FROM MELBOURNE,MIDBLOCK,All Moves,GOULBURN VALLEY HWY 100M N OF HUME FWY @100.1KM FROM MELBOURNE,7084,2640R 2550F,HUME FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,2300,590,0.25,2640R 2550F,1600.0,1.44,44.0
145.1464459110606,-36.98205718736628,42202,42563,35790,GOULBURN VALLEY HWY NEBD ON RAMP TO HUME FWY WODONGA BND FROM NAGAMBIE @100.0KM,MIDBLOCK,On Ramp,GOULBURN VALLEY HWY NON RAMP TO HUME FWY WODONGA BND FROM NAGAMBIE @100.0KM,7084,2640R 2550F,HUME FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,0,0,0.56,2640R 2550F,1600.0,0.0,-100.0
145.0323930842099,-38.29817289677646,9744,9270,6973,MORNINGTON PENINSULA ROUTE NE BD ONRAMP FROM NEPEAN HWY (NORTH),MIDBLOCK,All Moves,MORNINGTON PENINSULA ROUTE AT NEPEAN HWY (NORTH),7402,2660B 2600R,NEPEAN-MORNINGTON PENINSULA IN RAMP ON,APARX,Classification,Between 2 and 5 Years,3,2013,2800,220,0.08,2660B 2600R,2800.0,1.0,0.0
145.42627540284516,-37.68343699666515,24693,24522,46256,MAROONDAH HWY E BD BTW TARRAWARRA RD & HYDE PARK RD,MIDBLOCK,All Moves,MAROONDAH HWY BTW TARRAWARRA RD & HYDE PARK RD,8016,2720F 2720F,TARRAWARRA ROAD,APARX,Classification,Greater than 10 Years,13,2003,4400,350,0.08,2720F 2720F,4400.0,1.0,0.0
145.04007815810232,-37.845016711068176,47683,47723,48708,MONASH FWY SEBD ONRAMP FROM TOORAK RD,MIDBLOCK,On Ramp,MONASH FWY SONRAMP FROM TOORAK RD,7003,2750B 2000F,TOORAK-MONASH OUT RAMP ON,APARX,Classification,Between 2 and 5 Years,3,2013,16000,600,0.04,2750B 2000F,11933.333333333334,1.34,34.0
145.0409981777244,-37.846603011783664,52948,52895,46939,MONASH FWY OUTBOUND ONRAMP FROM TOORAK RD,INTERSECTION,On Ramp,SVO_Map_LTD:834||SITE DESC: MONASH FWY OUTBOUND ONRAMP FROM TOORAK RD,7003,2750B 2000F,TOORAK-MONASH OUT RAMP ON,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,14000,0,0.0,2750B 2000F,11933.333333333334,1.17,17.0
145.04099823457435,-37.84660308384363,50577,50554,49002,TOORAK RD W OF MONASH FWY,INTERSECTION,Left & Through Missing,TOORAK RD/MONASH FWY/CITYLINK/AUBURN RD,7003,2750B 2000F,TOORAK-MONASH OUT RAMP ON,SCATS,Scats,Greater than 10 Years,16,2000,5800,0,0.0,2750B 2000F,11933.333333333334,0.49,-51.0
144.38867069860126,-38.05619899249181,18228,18512,35791,PRINCES FWY WEST OFF RAMP TO RENNIE ST NWBD 30M SE OF RENNIE ST,MIDBLOCK,Off Ramp,PRINCES FWY WEST OFF RAMP TO RENNIE ST 30M SE OF RENNIE ST,7608,2800R 2500R,PRINCES FREEWAY,APARX,Classification,Greater than 10 Years,17,1999,570,50,0.09,2800R 2500R,570.0,1.0,0.0
144.8918112443318,-37.71511368232829,51744,51513,46944,TULLAMARINE FWY OUTBOUND OFFRAMP TO MELROSE DR,INTERSECTION,Off Ramp,SVO_Map_LTD:863||SITE DESC: TULLAMARINE FWY OUTBOUND OFFRAMP TO MELROSE DR,7258,2810F 5441F,TULLAMARINE OUT-MELROSE RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,11,2005,9900,0,0.0,2810F 5441F,4550.0,2.18,118.0
144.8918112443318,-37.71511368232829,16789,16290,36832,TULLAMARINE FWY OFFRAMP TO MELROSE DR,INTERSECTION,All Moves,MELROSE DR/DROMANA AVE/MATTHEWS AVE,7258,2810F 5441F,TULLAMARINE OUT-MELROSE RAMP OF,SCATS,Scats,Between 5 and 10 Years,8,2008,8300,0,0.0,2810F 5441F,4550.0,1.82,82.0
144.89233289398155,-37.71736834789506,24190,24811,43518,TULLA/MELROSE DR OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:213||SITE DESC: WRR/BTW HUME AND MERLYNSTON CK,7258,2810F 5441F,TULLAMARINE OUT-MELROSE RAMP OF,INDET,Freeway Data Station,Greater than 10 Years,15,2001,0,0,0.0,2810F 5441F,4550.0,0.0,-100.0
144.88370561738245,-37.69271138027796,18992,18399,38826,TULLAMARINE FWY OUTBOUND OFFRAMP TO MICKLEHAM RD,INTERSECTION,Off Ramp,SVO_Map_LTD:864||SITE DESC: TULLAMARINE FWY OUTBOUND OFFRAMP TO MICKLEHAM RD,7254,2810F 5820B,TULLAMARINE OUT-MICKLEHAM RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,16000,0,0.0,2810F 5820B,9333.333333333334,1.71,71.0
144.88211993020127,-37.69122528041455,49626,49366,40388,TULLAMARINE FWY OFFRAMP SE OF MICKLEHAM RD,INTERSECTION,Left Missing,TULLAMARINE FWY/MICKLEHAM RD,7254,2810F 5820B,TULLAMARINE OUT-MICKLEHAM RAMP OF,SCATS,Scats,Greater than 10 Years,15,2001,12000,0,0.0,2810F 5820B,9333.333333333334,1.29,29.0
144.88211993020127,-37.69122528041455,10755,10966,23061,TULLAMARINE FWY OFFRAMP SE OF MICKLEHAM RD,INTERSECTION,All Moves,TULLAMARINE FWY/MICKLEHAM RD,7254,2810F 5820B,TULLAMARINE OUT-MICKLEHAM RAMP OF,SCATS,Scats,Greater than 10 Years,0,0,0,0,0.0,2810F 5820B,9333.333333333334,0.0,-100.0
144.8894475885037,-37.70762320754141,13798,13844,19020,TULLAMARINE FWY NWBD OFF RAMP TO WESTERN RING RD NEBD,UNDEFINED,Off Ramp,TULLAMARINE FWY OFF RAMP TO WESTERN RING RD N,7257,2810F 7126F,TULLAMARINE OUT-WESTERN RING OUT RAMP,APARX,Classification,Greater than 10 Years,19,1997,18000,0,0.0,2810F 7126F,12000.0,1.5,50.0
144.88897944997345,-37.707324231992914,30402,30602,102,TULLAMARINE FWY N BD OFFRAMP TO WESTERN RING RD,MIDBLOCK,On Ramp,TULLAMARINE FWY OFFRAMP TO WESTERN RING RD,7257,2810F 7126F,TULLAMARINE OUT-WESTERN RING OUT RAMP,APARX,Classification,Between 5 and 10 Years,8,2008,18000,3200,0.18,2810F 7126F,12000.0,1.5,50.0
144.88897944997345,-37.707324231992914,17287,17393,18805,TULLAMARINE FWY NWBD RAMP TO WESTERN RING RD NEBD,UNDEFINED,Ramp (other),TULLAMARINE FWY RAMP TO WESTERN RING RD N,7257,2810F 7126F,TULLAMARINE OUT-WESTERN RING OUT RAMP,MOTSV,Manual,Greater than 10 Years,0,0,0,0,0.0,2810F 7126F,12000.0,0.0,-100.0
144.89079873688834,-37.72713399850141,33244,33682,30207,TULLAMARINE FWY N BD AT ENGLISH ST,UNDEFINED,All Moves,TULLAMARINE FWY AT ENGLISH ST,7256,2810F ENGLISH STREETB,TULLAMARINE OUT-ENGLISH RAMP OF,APARX,Classification,Greater than 10 Years,29,1987,31000,0,0.0,2810F ENGLISH STREETB,10412.5,2.98,198.0
144.89079873688834,-37.72713399850141,39238,39519,41583,TULLAMARINE FWY S BD AT ENGLISH ST,UNDEFINED,All Moves,TULLAMARINE FWY AT ENGLISH ST,7256,2810F ENGLISH STREETB,TULLAMARINE OUT-ENGLISH RAMP OF,APARX,Classification,Greater than 10 Years,29,1987,31000,0,0.0,2810F ENGLISH STREETB,10412.5,2.98,198.0
144.89079873688834,-37.72713399850141,16976,16188,44351,FREEWAY ON-OFF RAM S of TULLAMARINE ON-OFF,INTERSECTION,Ramp (other),ENGLISH ST & MATTHEW AVE & TULLAMARINE ON-OFF,7256,2810F ENGLISH STREETB,TULLAMARINE OUT-ENGLISH RAMP OF,TMVMT,Manual,Greater than 10 Years,30,1986,8500,0,0.0,2810F ENGLISH STREETB,10412.5,0.82,-18.0
144.8893261663338,-37.701741933467616,228,71,1615,TULLAMARINE FWY SE BD OFFRAMP TO WESTERN RING RD,MIDBLOCK,On Ramp,TULLAMARINE FWY SOFFRAMP TO WESTERN RING RD,7546,2810R 2900F,TULLAMARINE IN-WESTERN RING OUT RAMP,APARX,Classification,Between 5 and 10 Years,8,2008,8100,500,0.06,2810R 2900F,3375.0,2.4,140.0
144.8893261663338,-37.701741933467616,24072,24372,22116,TULLAMARINE FWY SEBD OFF RAMP TO WESTERN RING RD NEBD,UNDEFINED,Off Ramp,TULLAMARINE FWY SOFF RAMP TO WESTERN RING RD N,7546,2810R 2900F,TULLAMARINE IN-WESTERN RING OUT RAMP,APARX,Classification,Greater than 10 Years,19,1997,5400,0,0.0,2810R 2900F,3375.0,1.6,60.0
144.89851609473365,-37.69744729530616,19420,19606,44182,WRR AT MOONEE PONDS CREEK OUTBOUND,INTERSECTION,All Moves,SVO_Map_LTD:254||SITE DESC: MONASH FWY BTWN WELLINGTON RD & JACKSONS RD,7546,2810R 2900F,TULLAMARINE IN-WESTERN RING OUT RAMP,INDET,Freeway Data Station,Greater than 10 Years,0,0,0,0,0.0,2810R 2900F,3375.0,0.0,-100.0
144.87994984845983,-37.68792175134393,17435,17412,40083,TULLAMARINE FWY INBOUND OFFRAMP TO MICKLEHAM RD,INTERSECTION,Off Ramp,SVO_Map_LTD:684||SITE DESC: TULLAMARINE FWY INBOUND OFFRAMP TO MICKLEHAM RD,7545,2810R 5820B,TULLAMARINE IN-MICKLEHAM RAMP OF,INDET,Freeway Data Station,Between 5 and 10 Years,10,2006,5100,0,0.0,2810R 5820B,2550.0,2.0,100.0
144.88096841460384,-37.688608593071045,51924,51572,40711,TULLAMARINE FWY OFFRAMP NW OF MICKLEHAM RD,INTERSECTION,All Moves,TULLAMARINE FWY/MICKLEHAM RD,7545,2810R 5820B,TULLAMARINE IN-MICKLEHAM RAMP OF,SCATS,Scats,Greater than 10 Years,0,0,0,0,0.0,2810R 5820B,2550.0,0.0,-100.0
144.89946350878748,-37.734844961302514,3083,3841,3790,TULLAMARINE FWY OFF RAMP E BD TO BULLA RD,MIDBLOCK,All Moves,TULLAMARINE FWY OFF RAMP TO BULLA RD,7921,2810R 5824F,TULLAMARINE IN-BULLA RAMP OF,APARX,Classification,Between 2 and 5 Years,3,2013,27000,1300,0.05,2810R 5824F,10285.714285714286,2.62,162.0
144.89946350878748,-37.734844961302514,53829,53678,56996,TULLAMARINE FWY OFFRAMP W OF BULLA RD,INTERSECTION,All Moves,BULLA RD/TULLAMARINE FWY,7921,2810R 5824F,TULLAMARINE IN-BULLA RAMP OF,SCATS,Scats,Less than 2 Years,0,2016,26000,0,0.0,2810R 5824F,10285.714285714286,2.53,153.0
